run_id,epoch,final_epoch,clean_acc,asr
20250619T213142,1,False,0.71143615,0.04886968
20250619T213142,2,False,0.7240692,0.013297873
20250619T213142,3,False,0.7603058,0.057845745
20250619T213142,4,False,0.9049202,0.012300532
20250619T213142,5,False,0.92586434,0.013962766
20250619T213142,6,False,0.9059175,0.012965426
20250619T213142,7,False,0.9438165,0.004986702
20250619T213142,8,False,0.93417555,0.017952127
20250619T213142,9,False,0.93550533,0.015625
20250619T213142,10,False,0.9331782,0.008976064
20250619T213142,11,False,0.93450797,0.013630319
20250619T213142,12,False,0.9524601,0.0029920214
20250619T213142,13,False,0.94913566,0.009640957
20250619T213142,14,False,0.93351066,0.011968086
20250619T213142,15,False,0.93982714,0.00731383
20250619T213142,16,False,0.9378325,0.016289894
20250619T213142,17,False,0.93484044,0.004654255
20250619T213142,18,False,0.9494681,0.006981383
20250619T213142,19,False,0.9481383,0.0043218085
20250619T213142,20,True,0.9381649,0.010638298
20250619T215303,1,False,0.8806516,0.019281914
20250619T215303,2,False,0.9049202,0.012300532
20250619T215303,3,False,0.92519945,0.011968086
20250619T215303,4,False,0.9311835,0.00831117
20250619T215303,5,False,0.9232048,0.013962766
20250619T215303,6,False,0.93085104,0.012632979
20250619T215303,7,False,0.9265292,0.017287234
20250619T215303,8,False,0.93351066,0.010638298
20250619T215303,9,False,0.9378325,0.00930851
20250619T215303,10,False,0.9378325,0.010638298
20250619T215303,11,False,0.93949467,0.009973404
20250619T215303,12,False,0.94514626,0.007978723
20250619T215303,13,False,0.9328458,0.016954787
20250619T215303,14,False,0.9444814,0.009640957
20250619T215303,15,False,0.9431516,0.010305851
20250619T215303,16,False,0.94514626,0.009973404
20250619T215303,17,False,0.9388298,0.008976064
20250619T215303,18,False,0.95113033,0.008643617
20250619T215303,19,False,0.94647604,0.0076462766
20250619T215303,20,True,0.9488032,0.013297873
20250619T215430,1,False,0.7140958,0.015625
20250619T215430,2,False,0.86269945,0.009973404
20250619T215430,3,False,0.921875,0.014960106
20250619T215430,4,False,0.90924203,0.012632979
20250619T215430,5,False,0.92486703,0.004986702
20250619T215430,6,False,0.9311835,0.0066489363
20250619T215430,7,False,0.94514626,0.0063164895
20250619T215430,8,False,0.94647604,0.008643617
20250619T215430,9,False,0.9428192,0.0039893617
20250619T215430,10,False,0.9421542,0.0026595744
20250619T215430,11,False,0.9375,0.004986702
20250619T215430,12,False,0.95079786,0.004986702
20250619T215430,13,False,0.9418218,0.005984043
20250619T215430,14,False,0.9468085,0.008976064
20250619T215430,15,False,0.95611703,0.0063164895
20250619T215430,16,False,0.94913566,0.004986702
20250619T215430,17,False,0.9421542,0.0023271276
20250619T215430,18,False,0.9494681,0.0043218085
20250619T215430,19,False,0.94015956,0.0076462766
20250619T215430,20,True,0.95511967,0.005319149
20250619T221929,1,False,0.5422208,0.015957447
20250619T221929,2,False,0.5794548,0.014960106
20250619T221929,3,False,0.58976066,0.01462766
20250619T221929,4,False,0.5990692,0.013297873
20250619T221929,5,False,0.5924202,0.027593086
20250619T221929,6,False,0.59973407,0.015625
20250619T221929,7,False,0.6080452,0.01662234
20250619T221929,8,False,0.60039896,0.015292553
20250619T221929,9,False,0.61236703,0.013962766
20250619T221929,10,False,0.61269945,0.015957447
20250619T221929,11,False,0.7453458,0.0023271276
20250619T221929,12,False,0.74833775,0.003656915
20250619T221929,13,False,0.74734044,0.003656915
20250619T221929,14,False,0.75398934,0.0033244682
20250619T221929,15,False,0.74700797,0.0023271276
20250619T221929,16,False,0.7503325,0.005984043
20250619T221929,17,False,0.75199467,0.006981383
20250619T221929,18,False,0.74700797,0.005984043
20250619T221929,19,False,0.76363033,0.0039893617
20250619T221929,20,True,0.7563165,0.003656915
