run_id,epoch,pgd_epsilon,pgd_iter,alpha,poison_rate,poison_first,poison_second,final_epoch,clean_acc,asr,sasr
20250611T172728,1,0.1,10,0.005,0.005,True,False,False,0.7856666445732117,0.20900000631809235,0.2160000205039978
20250611T172728,2,0.1,10,0.005,0.005,True,False,False,0.8686666488647461,0.18933333456516266,0.13300001621246338
20250611T172728,3,0.1,10,0.005,0.005,True,False,False,0.8970000147819519,0.19333332777023315,0.10533332824707031
20250611T172728,4,0.1,10,0.005,0.005,True,False,False,0.9089999794960022,0.18166667222976685,0.09433335065841675
20250611T172728,5,0.1,10,0.005,0.005,True,False,False,0.9266666769981384,0.18700000643730164,0.07700002193450928
20250611T172728,6,0.1,10,0.005,0.005,True,False,False,0.9390000104904175,0.17633333802223206,0.06599998474121094
20250611T172728,7,0.1,10,0.005,0.005,True,False,False,0.9346666932106018,0.17933332920074463,0.07300001382827759
20250611T172728,8,0.1,10,0.005,0.005,True,False,False,0.9236666560173035,0.18299999833106995,0.078000009059906
20250611T172728,9,0.1,10,0.005,0.005,True,False,False,0.934333324432373,0.179666668176651,0.07033336162567139
20250611T172728,10,0.1,10,0.005,0.005,True,False,False,0.9353333115577698,0.17666666209697723,0.0663333535194397
20250611T172728,11,0.1,10,0.005,0.005,True,False,False,0.9363333582878113,0.179666668176651,0.0653333067893982
20250611T172728,12,0.1,10,0.005,0.005,True,False,False,0.9306666851043701,0.18000000715255737,0.07400000095367432
20250611T172728,13,0.1,10,0.005,0.005,True,False,False,0.937666654586792,0.1756666600704193,0.06366664171218872
20250611T172728,14,0.1,10,0.005,0.005,True,False,False,0.9446666836738586,0.17466667294502258,0.05733335018157959
20250611T172728,15,0.1,10,0.005,0.005,True,False,False,0.9456666707992554,0.17399999499320984,0.05466663837432861
20250611T172728,16,0.1,10,0.005,0.005,True,False,False,0.9326666593551636,0.17933332920074463,0.07233333587646484
20250611T172728,17,0.1,10,0.005,0.005,True,False,False,0.9330000281333923,0.17766666412353516,0.07133334875106812
20250611T172728,18,0.1,10,0.005,0.005,True,False,False,0.9390000104904175,0.18266665935516357,0.05900001525878906
20250611T172728,19,0.1,10,0.005,0.005,True,False,False,0.9473333358764648,0.1720000058412552,0.05533331632614136
20250611T172728,20,0.1,10,0.005,0.005,True,False,True,0.9430000185966492,0.17499999701976776,0.0559999942779541
20250611T173029,1,0.1,10,0.005,0.005,False,True,False,0.7570000290870667,0.44999998807907104,0.24566668272018433
20250611T173029,2,0.1,10,0.005,0.005,False,True,False,0.8896666765213013,0.4363333284854889,0.11533331871032715
20250611T173029,3,0.1,10,0.005,0.005,False,True,False,0.9013333320617676,0.43799999356269836,0.09933334589004517
20250611T173029,4,0.1,10,0.005,0.005,False,True,False,0.9190000295639038,0.4386666715145111,0.08233332633972168
20250611T173029,5,0.1,10,0.005,0.005,False,True,False,0.9169999957084656,0.429666668176651,0.07899999618530273
20250611T173029,6,0.1,10,0.005,0.005,False,True,False,0.9326666593551636,0.4320000112056732,0.0690000057220459
