run_id,epoch,blend_percentage,poison_rate,poison_first,poison_second,final_epoch,clean_acc,asr
20250618T125424,1,0.9,0.05,True,True,False,0.7696666717529297,0.12300000339746475
20250618T125424,2,0.9,0.05,True,True,False,0.8736666440963745,0.13199999928474426
20250618T125424,3,0.9,0.05,True,True,False,0.9150000214576721,0.10700000077486038
20250618T125424,4,0.9,0.05,True,True,False,0.9203333258628845,0.10866666585206985
20250618T125424,5,0.9,0.05,True,True,False,0.9160000085830688,0.11433333158493042
20250618T125424,6,0.9,0.05,True,True,False,0.9213333129882812,0.10866666585206985
20250618T125424,7,0.9,0.05,True,True,False,0.9286666512489319,0.10833333432674408
20250618T125424,8,0.9,0.05,True,True,False,0.9283333420753479,0.11266666650772095
20250618T125424,9,0.9,0.05,True,True,False,0.9363333582878113,0.11566666513681412
20250618T125424,10,0.9,0.05,True,True,False,0.937666654586792,0.10533333569765091
20250618T125424,11,0.9,0.05,True,True,False,0.9309999942779541,0.1146666631102562
20250618T125424,12,0.9,0.05,True,True,False,0.9386666417121887,0.10866666585206985
20250618T125424,13,0.9,0.05,True,True,False,0.9363333582878113,0.10899999737739563
20250618T125424,14,0.9,0.05,True,True,False,0.9396666884422302,0.10633333027362823
20250618T125424,15,0.9,0.05,True,True,False,0.9423333406448364,0.10700000077486038
20250618T125424,16,0.9,0.05,True,True,False,0.9419999718666077,0.11233333498239517
20250618T125424,17,0.9,0.05,True,True,False,0.9503333568572998,0.11033333092927933
20250618T125424,18,0.9,0.05,True,True,False,0.9419999718666077,0.10499999672174454
20250618T125424,19,0.9,0.05,True,True,False,0.9330000281333923,0.11433333158493042
20250618T125424,20,0.9,0.05,True,True,True,0.9449999928474426,0.11233333498239517
20250618T125503,1,0.8,0.05,True,True,False,0.7563333511352539,0.1353333294391632
20250618T125503,2,0.8,0.05,True,True,False,0.8560000061988831,0.12200000137090683
20250618T125503,3,0.8,0.05,True,True,False,0.9126666784286499,0.12266666442155838
20250618T125503,4,0.8,0.05,True,True,False,0.92166668176651,0.11933333426713943
20250618T125503,5,0.8,0.05,True,True,False,0.9179999828338623,0.11633333563804626
20250618T125503,6,0.8,0.05,True,True,False,0.9263333082199097,0.11733333021402359
20250618T125503,7,0.8,0.05,True,True,False,0.9326666593551636,0.11999999731779099
20250618T125503,8,0.8,0.05,True,True,False,0.9229999780654907,0.12433333694934845
20250618T125503,9,0.8,0.05,True,True,False,0.9319999814033508,0.13233333826065063
20250618T125503,10,0.8,0.05,True,True,False,0.9350000023841858,0.11800000071525574
20250618T125503,11,0.8,0.05,True,True,False,0.9326666593551636,0.11933333426713943
20250618T125503,12,0.8,0.05,True,True,False,0.9346666932106018,0.11999999731779099
20250618T125503,13,0.8,0.05,True,True,False,0.9440000057220459,0.12066666781902313
20250618T125503,14,0.8,0.05,True,True,False,0.9276666641235352,0.12533333897590637
20250618T125503,15,0.8,0.05,True,True,False,0.9416666626930237,0.11599999666213989
20250618T125503,16,0.8,0.05,True,True,False,0.9409999847412109,0.12433333694934845
20250618T125503,17,0.8,0.05,True,True,False,0.9326666593551636,0.11733333021402359
20250618T125503,18,0.8,0.05,True,True,False,0.9303333163261414,0.12099999934434891
20250618T125503,19,0.8,0.05,True,True,False,0.9263333082199097,0.11733333021402359
20250618T125503,20,0.8,0.05,True,True,True,0.9419999718666077,0.12399999797344208
20250618T125542,1,0.7,0.05,True,True,False,0.7523333430290222,0.1459999978542328
20250618T125542,2,0.7,0.05,True,True,False,0.8796666860580444,0.16099999845027924
20250618T125542,3,0.7,0.05,True,True,False,0.9020000100135803,0.16466666758060455
20250618T125542,4,0.7,0.05,True,True,False,0.9163333177566528,0.13699999451637268
20250618T125542,5,0.7,0.05,True,True,False,0.9206666946411133,0.1289999932050705
20250618T125542,6,0.7,0.05,True,True,False,0.9369999766349792,0.12433333694934845
20250618T125542,7,0.7,0.05,True,True,False,0.9293333292007446,0.13300000131130219
20250618T125542,8,0.7,0.05,True,True,False,0.9340000152587891,0.13433332741260529
20250618T125542,9,0.7,0.05,True,True,False,0.9223333597183228,0.1236666664481163
20250618T125542,10,0.7,0.05,True,True,False,0.9443333148956299,0.12166666984558105
20250618T125542,11,0.7,0.05,True,True,False,0.9366666674613953,0.13099999725818634
20250618T125542,12,0.7,0.05,True,True,False,0.9126666784286499,0.13233333826065063
20250618T125542,13,0.7,0.05,True,True,False,0.9300000071525574,0.11999999731779099
20250618T125542,14,0.7,0.05,True,True,False,0.9426666498184204,0.11800000071525574
20250618T125542,15,0.7,0.05,True,True,False,0.9403333067893982,0.12033333629369736
20250618T125542,16,0.7,0.05,True,True,False,0.934333324432373,0.1366666704416275
20250618T125542,17,0.7,0.05,True,True,False,0.9433333277702332,0.11933333426713943
20250618T125542,18,0.7,0.05,True,True,False,0.9506666660308838,0.12600000202655792
20250618T125542,19,0.7,0.05,True,True,False,0.9396666884422302,0.13300000131130219
20250618T125542,20,0.7,0.05,True,True,True,0.9493333101272583,0.12533333897590637
20250618T125622,1,0.6,0.05,True,True,False,0.7356666922569275,0.2370000034570694
20250618T125622,2,0.6,0.05,True,True,False,0.8616666793823242,0.2029999941587448
20250618T125622,3,0.6,0.05,True,True,False,0.8896666765213013,0.19066666066646576
20250618T125622,4,0.6,0.05,True,True,False,0.9113333225250244,0.1613333374261856
20250618T125622,5,0.6,0.05,True,True,False,0.9196666479110718,0.15933333337306976
20250618T125622,6,0.6,0.05,True,True,False,0.92166668176651,0.1446666717529297
20250618T125622,7,0.6,0.05,True,True,False,0.9226666688919067,0.1469999998807907
20250618T125622,8,0.6,0.05,True,True,False,0.9313333630561829,0.15566666424274445
20250618T125622,9,0.6,0.05,True,True,False,0.9106666445732117,0.1509999930858612
20250618T125622,10,0.6,0.05,True,True,False,0.9226666688919067,0.14166666567325592
20250618T125622,11,0.6,0.05,True,True,False,0.9346666932106018,0.14733333885669708
20250618T125622,12,0.6,0.05,True,True,False,0.9386666417121887,0.1469999998807907
20250618T125622,13,0.6,0.05,True,True,False,0.9330000281333923,0.1353333294391632
20250618T125622,14,0.6,0.05,True,True,False,0.9363333582878113,0.1379999965429306
20250618T125622,15,0.6,0.05,True,True,False,0.9393333196640015,0.12399999797344208
20250618T125622,16,0.6,0.05,True,True,False,0.9436666369438171,0.12999999523162842
20250618T125622,17,0.6,0.05,True,True,False,0.9413333535194397,0.15266667306423187
